#mT Tbq_01 Tbq_02 Tbq_03
1027.5 0.29255 0.278375 0.2643375
1028.0 0.29216 0.27799999999999997 0.26398
1028.5 0.29177 0.277625 0.2636225
1029.0 0.29138 0.27725 0.26326499999999997
1029.5 0.29099 0.276875 0.26290749999999996
1030.0 0.2906 0.27649999999999997 0.26254999999999995
1030.5 0.29021 0.276125 0.2621925
1031.0 0.28982 0.27575 0.261835
1031.5 0.28943 0.275375 0.2614775
1032.0 0.28904 0.27499999999999997 0.26111999999999996
1032.5 0.28865 0.274625 0.26076249999999995
1033.0 0.28826 0.27425 0.260405
1033.5 0.28787 0.273875 0.2600475
1034.0 0.28748 0.27349999999999997 0.25969
1034.5 0.28709 0.273125 0.25933249999999997
1035.0 0.2867 0.27275 0.25897499999999996
1035.5 0.28631 0.272375 0.2586175
1036.0 0.28592 0.27199999999999996 0.25826
1036.5 0.28553 0.271625 0.2579025
1037.0 0.28514 0.27125 0.25754499999999997
1037.5 0.28475 0.270875 0.25718749999999996
1038.0 0.28436 0.27049999999999996 0.25683
1038.5 0.28397 0.270125 0.2564725
1039.0 0.28358 0.26975 0.256115
1039.5 0.28319 0.269375 0.25575749999999997
1040.0 0.2828 0.269 0.25539999999999996
1040.5 0.28241 0.268625 0.25504249999999995
1041.0 0.28202 0.26825 0.254685
1041.5 0.28163 0.267875 0.2543275
1042.0 0.28124 0.26749999999999996 0.25397
1042.5 0.28085 0.267125 0.25361249999999996
1043.0 0.28046 0.26675 0.25325499999999995
1043.5 0.28007 0.266375 0.2528975
1044.0 0.27968 0.266 0.25254
1044.5 0.27929 0.265625 0.2521825
1045.0 0.2789 0.26525 0.25182499999999997
1045.5 0.27851 0.26487499999999997 0.25146749999999995
1046.0 0.27812 0.26449999999999996 0.25111
1046.5 0.27773000000000003 0.264125 0.2507525
1047.0 0.27734000000000003 0.26375 0.250395
1047.5 0.27695000000000003 0.26337499999999997 0.25003749999999997
1048.0 0.27656000000000003 0.263 0.24967999999999999
1048.5 0.27617 0.262625 0.24932249999999997
1049.0 0.27578 0.26225 0.248965
1049.5 0.27539 0.26187499999999997 0.24860749999999998
1050.0 0.275 0.2615 0.24824999999999997
1050.5 0.27461 0.261125 0.2478925
1051.0 0.27422 0.26075 0.24753499999999998
1051.5 0.27383 0.26037499999999997 0.2471775
1052.0 0.27344 0.26 0.24681999999999998
1052.5 0.27305 0.259625 0.24646249999999997
1053.0 0.27266 0.25925 0.24610499999999996
1053.5 0.27227 0.25887499999999997 0.24574749999999998
